ID,Name,Description,Class
71,『MINAMI強效氨基酸瘦身丸』『日本【SOS】CYCLEPANIC急速瘦身』『日本SOS瘦腿錠』,「...瘦身、纖之瘦超實感目標減重12公斤...對不同肥胖人群有效性高達95％以上...通過燃燒脂肪來瘦身...減肥效果尤為明顯...對抗頑固型肥胖...『日本【SOS】CYCLEPANIC急速瘦身』...急速瘦身...在10日內使體重下降7KG以上...服用...血液循環系統變成瘦身循環，帶走所有頑固脂肪、肥胖細胞、長期積聚體內的廢物…『日本SOS瘦腿錠』...瘦腿錠..?胞間多餘水分積留，引起腿部腫脹...氧化鎂可改善下半身容易血液循環不良...排出腸內宿便，改善腸道環境減少脂肪，達到魅力美腿功效」,1
72,視立保,「視立保...飛蚊症都掰掰了...長期依賴靈魂之窗...『視立保』...改善了她的眼部疲勞」,1
73,悠關健UC-Ⅱ非變性二型膠原蛋白膠囊,「退化性關節炎...關節的使用率提高，久而久之，如果不當的使用關節及沒有適時的保養，等到疼痛開始...『非變性二型膠原蛋白』(UndenaturedCollagenTypeII)簡稱UC-II?...具有調控免疫機制，達到舒緩關節炎的功效...非變性二型膠原蛋白─UC-II?直接作用在小腸的免疫系統-培氏斑塊(Peyer’sPatch)，發揮調控發炎的作用，減緩關節疼痛與發炎、停止軟骨骨骼遭侵蝕、改善關節靈活性、修復及重建軟骨、促進骨關節長期健康」,1
74,視立保草本益明錠,「抗老...保視力...過度用眼導致睫狀肌僵硬容易使眼睛出現酸澀、疲勞...等眼睛不適的警訊...乾眼、血絲、近視比例比以前更高...易傷害眼睛黃斑部及視網膜的細胞造成病變...強調對於眼睛黃斑部的保健預防...3C族群，急救聖品-蝦紅素...蝦紅素能放鬆睫狀肌，增加睫狀肌的恢復與耐力、增進眼睛對焦調節力、促進脈絡膜血流量，故可以改善眼睛疲勞...蝦紅素亦可減少視網膜的氧化壓力，達到保護中樞神經或是視神經免於受到傷害」,1
75,益生菌(活菌之母),「活菌之母幫你照顧全家人的健康…郭家芬教授口述：腸道是最大的免疫器官…其實所有你可以講得到的病都跟它是有關係的，除了剛才大家講的過敏，過敏當然就牽扯到異位性皮膚炎，所有這些東西，還有包括像即使連糖尿病、大腸躁鬱症、憂鬱症這些都是有關係，國外甚至發現的是那些自閉症在補充了這個菌之後情況大大的改善」,1
76,海之滴褐藻糖膠粉末型,「日本海之滴褐藻糖膠的獨特配方…科學驗證其誘導病變細胞凋亡作用最佳…抑制病變細胞血管增生效果最佳…具有自然增強免疫力的功效」,1
77,長庚研發緩釋B群能量滿分專案,「使用者口述：你可能現在吃了，瘦了，然後停了之後又復胖，其實這很讓減肥的人都很困擾的事情，然後再加上也許你胸部就會皺，然後皮皺皺的，精神看起來都很不好，那個時候我去看長庚的家醫科的時候，他開給我這個B群的藥，那我吃了前2個禮拜我就瘦了5公斤…到現在我持續吃了半年，總共瘦了17公斤…使用者口述：我吃了大概3天，哦……差不多1個禮拜，瘦了3公斤，而且我都照常的吃3餐，美食照樣吃，完全沒有改變我的作息。」,1
78,長庚團隊舒暢益生菌健康組,「長庚臨床實驗結果九種複合益生菌預防大腸癌、便秘、消化不良、痔瘡、口臭...『具分解蛋白質、抗發炎、降低過敏反應、促進消化』作用，特別是針對腸道消化酵素不足所引起的消化不良及其他消化道疾病，均有緩解的效果，並能有效控制體重。...預防大腸癌率90%」,1
79,長庚研發葉黃素明亮專案,「主持人口述：我媽就是有一點眼睛的青光眼，很容易灼傷，因為60幾歲更年期，就會很容易，然後那時候她吃也說以前看東西會閃、會模糊，戴老花眼鏡看不到，但是我發現吃完之後不會了ㄟ，眼睛不會紅…【Xangold葉黃素】為天然的抗氧化劑，能保護眼睛細胞免於自由基的傷害，可以有效預防飛蚊症、白內障、乾眼症、青光眼、黃斑部病變等眼部病變」,1
80,長庚研發緩釋B群能量滿分專案,「長庚醫學團隊研發，新陳代謝科、減重門診、家醫科指定處方...女試用者竹庭口述：懷孕胖28公斤…才吃一個月，把6公斤全部都瘦回來…女來賓口述：…吃了前2個禮拜就瘦5公斤…接著10公斤…持續半年，總共瘦了17公斤，都沒停滯期、沒復胖…女來賓詹00口述：吃了一個禮拜瘦3公斤...。...肥胖、皮膚差、疲倦」,1
81,長庚研發緩釋B群能量滿分專案,「長庚醫學團隊研發，新陳代謝科、減重門診、家醫科指定處方...女試用者竹庭口述：懷孕胖28公斤…才吃一個月，把6公斤全部都瘦回來…女來賓口述：…吃了前2個禮拜就瘦5公斤…接著10公斤…持續半年，總共瘦了17公斤，都沒停滯期、沒復胖…肥胖、皮膚差、疲倦」,1
82,生薑酵母胜?膠囊,「食慾的控制以及形成愉快的情緒都有幫助!」「生薑有解毒作用…有散寒發汗、化痰止咳、和胃、止嘔…達到燃燒脂肪效果…提高脂肪的燃燒率…體內的『腦腸?』(引發食慾的成分)會增加，瘦蛋白(飽足感)減少，食慾、嘴饞開始佔據大腦」,1
83,《日本美白專利》O-LIFE雪薊白青春錠,「日本美白專利，30秒喚醒白皙…想變白、容易曬黑、肌膚暗沉、老化者的救星…對抗肌膚黑斑、暗沉，達到美白…阻斷黑色素生成…啟動青春基因…抗氧化，保護膠原蛋白，恢復彈性…比美白針更有效果，２週給想變白的人…媽咪的逆齡回春，啟動青春基因防老化」「達到美白…阻斷黑色素生成…啟動青春基因…抗氧化，保護膠原蛋白…加速膠原蛋白合成…細紋真的有改善…白回來了…阻斷黑色素的效果」,1
84,青梅精組合,「調節腸胃道功能…達到體內酸鹼平衡…讓血液變成鹼性…史上超強的鹼性食品，具有殺菌、排毒、淨血、消除疲勞…預防心血管疾病…具有輕瀉、預防便秘的效果…梅子可以促進腸液及胃液…具抗氧化作用幫助清除自由基，防止老化」,1
85,【寶齡富錦】瑪卡鋅喜(強振版),「英國的實驗顯示，威而鋼有可能傷害男性精子的功能，損及男性的生育力…造成性功能障礙的主因…長時間禁尿…膀胱發炎…甚至性功能障礙...男性也有更年期…體內睪固酮過低…醫學上稱為『男性更年期』...睪固酮低下症自我檢測量表...不含西藥、不含壯陽藥….」,1
86,現貨!Bavaria德國連線德國原裝進口BIOPRAP兒童嬰幼兒藍莓葉黃素膠囊90粒,「護眼…服用」「淚膜修護…護眼…佐以眼睛示意圖」,1
87,寒天,「蹲也蹲不下，站也站不起...關節」「即期品特惠買一送一喜康瑞-感謝寒天(180錠/瓶)」「發炎產生的炎症分子，還有隨之產生的膠原軟骨分解酵素都是造成紅腫熱痛不舒服的主因...抑制壞菌...腸道」「感謝寒天」「發炎控制與腸道調整有顯著的效果...嚴重者更會紅腫熱痛等...寒天寡糖除了腸道環境的調整，更對身體關節處的炎症反應，有明顯抑制效果」,1
88,廣珍天山雪蓮子潤膚養生超值組,「改善暗沉、抗老化...調和五行...增強人體免疫力及緩解疲勞感...提神補氣、延緩衰老...祛寒、提精、補氣、暖宮...調養六氣、補養五行...吃的保養品...防曬...不會長斑的」「改善暗沉、抗老化...調和五行、增加防護力...潤氣解虛」,1
89,綜合補充膠囊VeggieCare,「綜合補充膠囊VeggieCare」「修補腸道黏膜加強免疫力…純天然」「易頭暈…肌膚乾燥粗糙…護眼…現在不只貧血症狀改善了，眼睛好像也不那麼容易疲勞…服用」,1
90,FASTANA窈窕輕飲、REBLANCCOART麗白朵抗紫外線口服錠,「靠著FASTANA窈窕輕飲瘦身成功嘍!...M小姐，使用前89.1kg，使用後70.35，2個月後-18kg」「美白...皮膚白皙...抗紫外線...口服...斑點暗沉…皺紋」,1
91,嫚妙纖_亮妍C_發泡錠、嫚妙_紅石榴_發泡錠_優惠組_亞瑪勁台灣旗艦館,「.7天有效排毒美顏...蚊子黑色素痘痘通通OUT!...7天有效淡斑亮顏...平衡酸性體質…補充缺少水分肌膚水嫩自然透亮…活化細胞...淡化黑色素…排毒...用喝的美白針...美白效果…改善凹洞毛孔...還原抗痘靚白」「喝的美肌童顏針…感覺就像童顏針一樣美麗透亮...靚白...熬夜出油長痘...高抗氧」,1
92,「超級有效宏醫敏元素3倍力超值組」、「宏醫PFAR益生菌咖啡嘗鮮組」,「蕁麻疹全退...經過人體測試證實對於治療異位性皮膚炎及治療過敏性鼻炎真正有效..腦膜炎結束了就降下來為正常然後轉普通病房」「針對病態性肥胖...廠商口述：…她擦完全身藥膏之後，手部止癢已經不夠擦了，跑去藥局說有沒有什麼全身性把我整個過敏症狀壓下來，但她不要吃藥…全身蕁麻疹從這裡(手比脖子)退到腳底沒有擦藥…PFAR益生菌除了能有效改善呼吸道、皮膚、腸胃道的過敏症狀外更能幫助人體排出多餘毒素物質...使用後，7天-2...咖啡黑魔力，防癌、抗病、止痛、減肥、防失智，一天3杯咖啡遠離癌」,1
93,「宏醫超級有酵葡萄糖胺家庭組」、「宏醫超魔力代謝B群咖啡搶貨組」,「鳳梨酵素降低發炎疼痛指數的效果跟止痛藥Diclofenac一樣好………鳳梨酵素可減少80%的疼痛感...喝了痠痛感至少減少70%以上...止痛藥無法解決痠麻的問題..補充葡萄胺可刺激軟骨增生..修護受損關節活」「宏醫超魔力代謝B群咖啡搶貨組」「我們來看一看這些人到底減了多少公斤...重點是他們都瘦好多...都是因為代謝出了問題...它是可以很快的，就是說您曾經吃過減重的產品，或者是說您曾經試過很多運動的方法都瘦不下來...平均起來大概目前為止，我們做了全省這樣子的統計，真的不分年齡層大概平均一個禮拜可以瘦到差不多5-7公今...他不是藥，但是它比藥更有效」,1
94,生活嚼醒Q軟糖─葉黃素藍莓,「葉黃素添加」,1
95,姬松茸(岩出現101株),「是手術前後、化療、放射線治療時…美國FDA登錄『提高免疫力的營養食品』及『加強維持免疫功能』…子實體抗腫瘤作用…菌絲體抗腫瘤作用…肝機能改善…愛滋病症狀改善用口服藥劑」,1
96,團圓堅果旺福財犬禮盒核桃/綜合堅果原味經典,「醫學期刊…降低血脂，有益心血管的健康」,1
97,薏晶飲,「(梨而寶)：…純天然…零脂肪…。(薏晶飲)：…眼睛(目)…。(薏而康)：…脾、胃…。(薏而美)：…子宮、卵巢…生理期可用…坐月子可用…。(梨而寶)：…呼吸系統、肺…。慢性病…任何藥品只能治病」,1
98,金高記金煉梅,「金高記金煉梅」「毒無所不在不生病也難...抗毒...癌愛吃酸性食物...癌症體質的人...酸性體質萬病根源生...梅精...最天然的健康...梅子有殺菌的功效...梅仁會聰明...活化我們的細胞...抑制老化...腸胃系統不好...嘔吐肚子疼...半個鐘頭就OK了...煉梅能幫助腸胃問題...必備腸胃急救良方...腸好人不老...百年無毒老梅...連施肥都沒有更不要講農藥...純天然...胃食道逆流...吃5顆...馬上知道效果...越吃越年輕...通便...滅菌...梅子殺菌留好菌...自然無毒...無負擔」,1
99,【皇品燕窩】極品官燕4盒組(75g/盒),「鹿茸是名貴藥材...燕窩有補肺養陰，補虛養胃...天然...藥用...潤肺...入肺生氣，入腎滋水，入胃補脾...增強免疫力...可促進腦部的發育，長智慧，增加智力，增加思維...抗敏感...調理內分泌，預防及治療青春痘...排毒...強烈刺激細胞再生、分裂、組織重建，可消除疲勞...可調節內分泌循環...化痰健肺，強腎，健脾開胃...記憶力及生理功能的衰退也有明顯的抑制作用」,1
100,福樂鈣多多全脂健康牛乳,「牛奶鈣」「不易產生脹氣、便秘等情形」「適合胃腸吸收不佳的婦幼/老年人等族群」,1
101,FASTANA蛋白窈窕輕飲,「喝蛋白瘦身…2個月瘦18kg…FASTANA窈窕輕飲…MT小姐31歲…體重89.1kg，體脂肪率51.4→2個月後體重70.35kg(-18kg)，體脂肪率41.3…TN小姐27歲…體重54kg，體脂肪率26.6→2個月後體重48.85kg(-5kg)，體脂肪率19.5…缺乏蛋白質的瘦身方式…瘦得不健康…皮膚鬆弛…容易復胖」,1
102,新舒樂益生菌,「將使泌尿道及陰道黏膜變得脆弱…強化免疫力…更年期…因為工作很忙常憋尿，結果開始有頻尿、搔癢的情形…尿道、私密處反覆感染…緩解不舒服的感覺…血尿…私密處的分泌物變多」,1
103,【派特健】舒智健,「（GABA）為天然胺基酸神經舒壓傳遞物質…色胺酸在白天可合成幸福分子-血清素，晚上轉成褪黑激素」,1
104,顧可飛美國原裝進口葡萄糖胺液,「除了葡萄糖胺、軟骨素與膠原蛋白能潤滑失效的關節，補充流失的緩衝力及潤滑力，在添加鳳梨酵素、酸櫻桃和絲蘭，可以達到立即止痛，效果等同於藥用止痛劑...快速幫助發炎及磨損的關節，補充失去的軟骨素，更能鞏固並強化原有的軟骨部位…薑黃能夠迅速消炎止痛，有助於關節治療跟保養...鳳梨酵素能有效抑制軟骨組織脹痛達到70%以上，降低消炎指數與止痛的效果跟Diclofenac一樣好…10分鐘止痛、3天即刻消炎、14天完整修護」,1
105,挪威北極熊魚油添加磷蝦油膠囊(每瓶120顆),「抗氧化...有助於降低血中三酸甘油脂」,1
